Season,Date,Month,Home Team,Away Team,Result FullTime,Result HalfTime,HomeGoals FullTime,AwayGoals FullTime,HomeGoals HalfTime,AwyaGoals HalfTime,HomeCard Red,AwayCard Red,HomeCard Yellow,AwayCard Yellow,Validation,,
2013/2014,2/23/2014,February,Newcastle,Aston Villa,H,D,1,0,0,0,0,0,2,2,T,,
2013/2014,2/23/2014,February,Norwich,Tottenham,H,D,1,0,0,0,0,0,1,3,T,,
2013/2014,3/1/2014,March,Everton,West Ham,H,D,1,0,0,0,0,0,1,1,T,,
2013/2014,3/1/2014,March,Fulham,Chelsea,A,D,1,3,0,0,0,0,2,1,T,,
2013/2014,3/1/2014,March,Hull,Newcastle,A,A,1,4,0,2,0,0,3,2,T,,
2013/2014,3/1/2014,March,Southampton,Liverpool,A,A,0,3,0,1,0,0,1,2,T,,
2013/2014,3/1/2014,March,Stoke,Arsenal,H,D,1,0,0,0,0,0,3,1,T,,
2013/2014,3/2/2014,March,Aston Villa,Norwich,H,H,4,1,4,1,0,0,0,3,T,,
2013/2014,3/2/2014,March,Swansea,Crystal Palace,D,H,1,1,1,0,1,0,1,4,T,,
2013/2014,3/2/2014,March,Tottenham,Cardiff,H,H,1,0,1,0,0,0,1,3,T,,
2013/2014,3/8/2014,March,Cardiff,Fulham,H,H,3,1,1,0,0,0,1,0,T,,
2013/2014,3/8/2014,March,Chelsea,Tottenham,H,D,4,0,0,0,0,1,2,3,T,,
2013/2014,3/8/2014,March,Crystal Palace,Southampton,A,A,0,1,0,1,0,0,1,5,T,,
2013/2014,3/8/2014,March,Norwich,Stoke,D,D,1,1,0,0,0,1,0,2,T,,
2013/2014,3/8/2014,March,West Brom,Man United,A,A,0,3,0,1,0,0,1,2,T,,
2013/2014,3/15/2014,March,Aston Villa,Chelsea,H,D,1,0,0,0,0,2,4,0,T,,
2013/2014,3/15/2014,March,Everton,Cardiff,H,D,2,1,0,0,0,0,1,3,T,,
2013/2014,3/15/2014,March,Fulham,Newcastle,H,D,1,0,0,0,0,0,1,0,T,,
2013/2014,3/15/2014,March,Hull,Man City,A,A,0,2,0,1,0,1,2,2,T,,
2013/2014,3/15/2014,March,Southampton,Norwich,H,H,4,2,1,0,0,0,1,2,T,,
2013/2014,3/15/2014,March,Stoke,West Ham,H,D,3,1,1,1,0,0,1,1,T,,
2013/2014,3/15/2014,March,Sunderland,Crystal Palace,D,D,0,0,0,0,0,0,4,4,T,,
2013/2014,3/15/2014,March,Swansea,West Brom,A,H,1,2,1,0,0,0,1,3,T,,
2013/2014,3/16/2014,March,Man United,Liverpool,A,A,0,3,0,1,1,0,1,4,T,,
2013/2014,3/16/2014,March,Tottenham,Arsenal,A,A,0,1,0,1,0,0,5,3,T,,
2013/2014,3/22/2014,March,Cardiff,Liverpool,A,D,3,6,2,2,0,0,2,3,T,,
2013/2014,3/22/2014,March,Chelsea,Arsenal,H,H,6,0,4,0,0,1,0,1,T,,
2013/2014,3/22/2014,March,Everton,Swansea,H,D,3,2,1,1,0,0,0,0,T,,
2013/2014,3/22/2014,March,Hull,West Brom,H,H,2,0,2,0,0,0,2,0,T,,
2013/2014,3/22/2014,March,Man City,Fulham,H,H,5,0,1,0,0,1,0,3,T,,
2013/2014,3/22/2014,March,Newcastle,Crystal Palace,H,D,1,0,0,0,0,0,0,1,T,,
2013/2014,3/22/2014,March,Norwich,Sunderland,H,H,2,0,2,0,0,1,2,4,T,,
2013/2014,3/22/2014,March,West Ham,Man United,A,A,0,2,0,2,0,0,2,1,T,,
2013/2014,3/23/2014,March,Aston Villa,Stoke,A,A,1,4,1,3,0,0,5,1,T,,
2013/2014,3/23/2014,March,Tottenham,Southampton,H,A,3,2,1,2,0,0,1,2,T,,
2013/2014,3/25/2014,March,Arsenal,Swansea,D,A,2,2,0,1,0,0,0,1,T,,
2013/2014,3/25/2014,March,Man United,Man City,A,A,0,3,0,1,0,0,2,2,T,,
2013/2014,3/25/2014,March,Newcastle,Everton,A,A,0,3,0,1,0,0,0,1,T,,
2013/2014,3/26/2014,March,Liverpool,Sunderland,H,H,2,1,1,0,0,0,0,2,T,,
2013/2014,3/26/2014,March,West Ham,Hull,H,H,2,1,1,0,0,1,0,1,T,,
2013/2014,3/29/2014,March,Arsenal,Man City,D,A,1,1,0,1,0,0,1,4,T,,
2013/2014,3/29/2014,March,Crystal Palace,Chelsea,H,D,1,0,0,0,0,0,4,1,T,,
2013/2014,3/29/2014,March,Man United,Aston Villa,H,H,4,1,2,1,0,0,2,4,T,,
2013/2014,3/29/2014,March,Southampton,Newcastle,H,H,4,0,1,0,0,0,0,1,T,,
2013/2014,3/29/2014,March,Stoke,Hull,H,D,1,0,0,0,0,0,2,0,T,,
2013/2014,3/29/2014,March,Swansea,Norwich,H,H,3,0,2,0,0,0,1,2,T,,
2013/2014,3/29/2014,March,West Brom,Cardiff,D,H,3,3,2,1,0,0,1,1,T,,
2013/2014,3/30/2014,March,Fulham,Everton,A,D,1,3,0,0,0,0,1,2,T,,
2013/2014,3/30/2014,March,Liverpool,Tottenham,H,H,4,0,2,0,0,0,0,2,T,,
2013/2014,3/31/2014,March,Sunderland,West Ham,A,A,1,2,0,1,0,0,2,4,T,,
2013/2014,4/5/2014,April,Aston Villa,Fulham,A,D,1,2,0,0,0,0,3,2,T,,
2013/2014,4/5/2014,April,Cardiff,Crystal Palace,A,A,0,3,0,1,0,0,2,4,T,,
2013/2014,4/5/2014,April,Chelsea,Stoke,H,H,3,0,1,0,0,0,0,0,T,,
2013/2014,4/5/2014,April,Hull,Swansea,H,H,1,0,1,0,0,0,0,2,T,,
2013/2014,4/5/2014,April,Man City,Southampton,H,H,4,1,3,1,0,0,3,0,T,,
2013/2014,4/5/2014,April,Newcastle,Man United,A,A,0,4,0,1,0,0,1,0,T,,
2013/2014,4/5/2014,April,Norwich,West Brom,A,A,0,1,0,1,0,0,1,0,T,,
2013/2014,4/6/2014,April,Everton,Arsenal,H,H,3,0,2,0,0,0,1,2,T,,
2013/2014,4/6/2014,April,West Ham,Liverpool,A,D,1,2,1,1,0,0,4,0,T,,
2013/2014,4/7/2014,April,Tottenham,Sunderland,H,D,5,1,1,1,0,0,0,2,T,,
2013/2014,4/12/2014,April,Crystal Palace,Aston Villa,H,D,1,0,0,0,0,0,0,2,T,,
2013/2014,4/12/2014,April,Fulham,Norwich,H,H,1,0,1,0,0,0,1,3,T,,
2013/2014,4/12/2014,April,Southampton,Cardiff,A,D,0,1,0,0,0,0,0,0,T,,
2013/2014,4/12/2014,April,Stoke,Newcastle,H,H,1,0,1,0,0,0,1,1,T,,
2013/2014,4/12/2014,April,Sunderland,Everton,A,D,0,1,0,0,0,0,3,1,T,,
2013/2014,4/12/2014,April,West Brom,Tottenham,D,H,3,3,3,1,0,0,4,2,T,,
2013/2014,4/13/2014,April,Liverpool,Man City,H,H,3,2,2,0,1,0,1,3,T,,
2013/2014,4/13/2014,April,Swansea,Chelsea,A,D,0,1,0,0,1,0,0,2,T,,
2013/2014,4/15/2014,April,Arsenal,West Ham,H,D,3,1,1,1,0,0,2,2,T,,
2013/2014,4/16/2014,April,Everton,Crystal Palace,A,A,2,3,0,1,0,0,1,2,T,,
2013/2014,4/16/2014,April,Man City,Sunderland,D,H,2,2,1,0,0,0,1,2,T,,
2013/2014,4/19/2014,April,Aston Villa,Southampton,D,D,0,0,0,0,0,0,0,2,T,,
2013/2014,4/19/2014,April,Cardiff,Stoke,D,A,1,1,0,1,0,0,2,3,T,,
2013/2014,4/19/2014,April,Chelsea,Sunderland,A,D,1,2,1,1,0,0,1,2,T,,
2013/2014,4/19/2014,April,Newcastle,Swansea,A,D,1,2,1,1,0,0,2,0,T,,
2013/2014,4/19/2014,April,Tottenham,Fulham,H,D,3,1,1,1,0,0,0,1,T,,
2013/2014,4/19/2014,April,West Ham,Crystal Palace,A,D,0,1,0,0,0,0,1,1,T,,
2013/2014,4/20/2014,April,Everton,Man United,H,H,2,0,2,0,0,0,2,2,T,,
2013/2014,4/20/2014,April,Hull,Arsenal,A,A,0,3,0,2,0,0,1,1,T,,
2013/2014,4/20/2014,April,Norwich,Liverpool,A,A,2,3,0,2,0,0,3,2,T,,
2013/2014,4/21/2014,April,Man City,West Brom,H,H,3,1,3,1,0,0,1,1,T,,
2013/2014,4/26/2014,April,Fulham,Hull,D,D,2,2,0,0,0,0,1,3,T,,
2013/2014,4/26/2014,April,Man United,Norwich,H,H,4,0,1,0,0,0,1,1,T,,
2013/2014,4/26/2014,April,Southampton,Everton,H,H,2,0,2,0,0,0,0,2,T,,
2013/2014,4/26/2014,April,Stoke,Tottenham,A,A,0,1,0,1,1,0,1,2,T,,
2013/2014,4/26/2014,April,Swansea,Aston Villa,H,H,4,1,2,1,0,0,1,3,T,,
2013/2014,4/26/2014,April,West Brom,West Ham,H,H,1,0,1,0,0,0,0,1,T,,
2013/2014,4/27/2014,April,Crystal Palace,Man City,A,A,0,2,0,2,0,0,3,1,T,,
2013/2014,4/27/2014,April,Liverpool,Chelsea,A,A,0,2,0,1,0,0,0,4,T,,
2013/2014,4/27/2014,April,Sunderland,Cardiff,H,H,4,0,2,0,0,1,5,3,T,,
2013/2014,4/28/2014,April,Arsenal,Newcastle,H,H,3,0,2,0,0,0,3,2,T,,
2013/2014,5/3/2014,May,Aston Villa,Hull,H,H,3,1,3,1,0,0,0,0,T,,
2013/2014,5/3/2014,May,Man United,Sunderland,A,A,0,1,0,1,0,0,2,1,T,,
2013/2014,5/3/2014,May,Newcastle,Cardiff,H,H,3,0,1,0,0,0,1,0,T,,
2013/2014,5/3/2014,May,Stoke,Fulham,H,H,4,1,1,0,0,0,0,2,T,,
2013/2014,5/3/2014,May,Swansea,Southampton,A,D,0,1,0,0,0,0,1,1,T,,
2013/2014,5/3/2014,May,West Ham,Tottenham,H,H,2,0,2,0,0,1,0,4,T,,
2013/2014,5/3/2014,May,Everton,Man City,A,A,2,3,1,2,0,0,0,3,T,,
2013/2014,5/4/2014,May,Arsenal,West Brom,H,H,1,0,1,0,0,0,2,2,T,,
2013/2014,5/4/2014,May,Chelsea,Norwich,D,D,0,0,0,0,0,0,1,3,T,,
2013/2014,5/5/2014,May,Crystal Palace,Liverpool,D,A,3,3,0,1,0,0,2,3,T,,
2013/2014,5/6/2014,May,Man United,Hull,H,H,3,1,1,0,0,0,1,1,T,,
2013/2014,5/7/2014,May,Man City,Aston Villa,H,D,4,0,0,0,0,0,1,2,T,,
2013/2014,5/7/2014,May,Sunderland,West Brom,H,H,2,0,2,0,0,0,0,0,T,,
2013/2014,5/11/2014,May,Cardiff,Chelsea,A,H,1,2,1,0,0,0,1,2,T,,
2013/2014,5/11/2014,May,Fulham,Crystal Palace,D,A,2,2,0,1,0,0,3,1,T,,
2013/2014,5/11/2014,May,Hull,Everton,A,A,0,2,0,1,0,0,0,1,T,,
2013/2014,5/11/2014,May,Liverpool,Newcastle,H,A,2,1,0,1,0,2,1,3,T,,
2013/2014,5/11/2014,May,Man City,West Ham,H,H,2,0,1,0,0,0,2,2,T,,
2013/2014,5/11/2014,May,Norwich,Arsenal,A,D,0,2,0,0,0,0,1,0,T,,
2013/2014,5/11/2014,May,Southampton,Man United,D,H,1,1,1,0,0,0,3,2,T,,
2013/2014,5/11/2014,May,Sunderland,Swansea,A,A,1,3,0,2,0,0,2,3,T,,
2013/2014,5/11/2014,May,Tottenham,Aston Villa,H,H,3,0,3,0,0,0,1,0,T,,
2013/2014,5/11/2014,May,West Brom,Stoke,A,A,1,2,0,1,0,0,0,0,T,,
2014/2015,8/16/2014,August,Arsenal,Crystal Palace,H,D,2,1,1,1,0,1,2,2,T,,
2014/2015,8/16/2014,August,Leicester,Everton,D,A,2,2,1,2,0,0,1,1,T,,
2014/2015,8/16/2014,August,Man United,Swansea,A,A,1,2,0,1,0,0,2,4,T,,
2014/2015,8/16/2014,August,QPR,Hull,A,D,0,1,0,0,0,0,1,2,T,,
2014/2015,8/16/2014,August,Stoke,Aston Villa,A,D,0,1,0,0,0,0,0,3,T,,
2014/2015,8/16/2014,August,West Brom,Sunderland,D,D,2,2,1,1,0,0,3,1,T,,
2014/2015,8/16/2014,August,West Ham,Tottenham,A,D,0,1,0,0,1,1,1,0,T,,
2014/2015,8/17/2014,August,Liverpool,Southampton,H,H,2,1,1,0,0,0,1,2,T,,
2014/2015,8/17/2014,August,Newcastle,Man City,A,A,0,2,0,1,0,0,1,5,T,,
2014/2015,8/18/2014,August,Burnley,Chelsea,A,A,1,3,1,3,0,0,1,1,T,,
2014/2015,8/23/2014,August,Aston Villa,Newcastle,D,D,0,0,0,0,0,1,4,0,T,,
2014/2015,8/23/2014,August,Chelsea,Leicester,H,D,2,0,0,0,0,0,0,1,T,,
2014/2015,8/23/2014,August,Crystal Palace,West Ham,A,A,1,3,0,2,0,0,1,3,T,,
2014/2015,8/23/2014,August,Everton,Arsenal,D,H,2,2,2,0,0,0,1,4,T,,
2014/2015,8/23/2014,August,Southampton,West Brom,D,D,0,0,0,0,0,0,1,2,T,,
2014/2015,8/23/2014,August,Swansea,Burnley,H,H,1,0,1,0,0,0,2,1,T,,
2014/2015,8/24/2014,August,Hull,Stoke,D,H,1,1,1,0,1,0,1,3,T,,
2014/2015,8/24/2014,August,Sunderland,Man United,D,D,1,1,1,1,0,0,0,2,T,,
2014/2015,8/24/2014,August,Tottenham,QPR,H,H,4,0,3,0,0,0,0,1,T,,
2014/2015,8/25/2014,August,Man City,Liverpool,H,H,3,1,1,0,0,0,1,1,T,,
2014/2015,8/30/2014,August,Burnley,Man United,D,D,0,0,0,0,0,0,2,2,T,,
2014/2015,8/30/2014,August,Everton,Chelsea,A,A,3,6,1,2,0,0,1,3,T,,
2014/2015,8/30/2014,August,Man City,Stoke,A,D,0,1,0,0,0,0,2,1,T,,
2014/2015,8/30/2014,August,Newcastle,Crystal Palace,D,D,3,3,1,1,0,0,1,3,T,,
2014/2015,8/30/2014,August,QPR,Sunderland,H,H,1,0,1,0,0,0,1,2,T,,
2014/2015,8/30/2014,August,Swansea,West Brom,H,H,3,0,2,0,0,0,1,2,T,,
2014/2015,8/30/2014,August,West Ham,Southampton,A,D,1,3,1,1,0,0,2,1,T,,
2014/2015,8/31/2014,August,Aston Villa,Hull,H,H,2,1,2,0,0,0,1,4,T,,
2014/2015,8/31/2014,August,Leicester,Arsenal,D,D,1,1,1,1,0,0,3,1,T,,
2014/2015,8/31/2014,August,Tottenham,Liverpool,A,A,0,3,0,1,0,0,0,4,T,,
2014/2015,9/13/2014,September,Arsenal,Man City,D,A,2,2,0,1,0,0,3,4,T,,
2014/2015,9/13/2014,September,Chelsea,Swansea,H,D,4,2,1,1,0,0,0,3,T,,
2014/2015,9/13/2014,September,Crystal Palace,Burnley,D,D,0,0,0,0,0,0,2,3,T,,
2014/2015,9/13/2014,September,Liverpool,Aston Villa,A,A,0,1,0,1,0,0,2,1,T,,
2014/2015,9/13/2014,September,Southampton,Newcastle,H,H,4,0,2,0,0,0,0,2,T,,
2014/2015,9/13/2014,September,Stoke,Leicester,A,D,0,1,0,0,0,0,3,0,T,,
2014/2015,9/13/2014,September,Sunderland,Tottenham,D,D,2,2,1,1,0,0,5,1,T,,
2014/2015,9/13/2014,September,West Brom,Everton,A,A,0,2,0,1,0,0,2,3,T,,
2014/2015,9/14/2014,September,Man United,QPR,H,H,4,0,3,0,0,0,1,0,T,,
2014/2015,9/15/2014,September,Hull,West Ham,D,H,2,2,1,0,0,0,3,1,T,,
2014/2015,9/20/2014,September,Aston Villa,Arsenal,A,A,0,3,0,3,0,0,1,3,T,,
2014/2015,9/20/2014,September,Burnley,Sunderland,D,D,0,0,0,0,0,0,1,2,T,,
2014/2015,9/20/2014,September,Newcastle,Hull,D,D,2,2,0,0,0,0,4,2,T,,
2014/2015,9/20/2014,September,QPR,Stoke,D,D,2,2,1,1,0,0,2,4,T,,
2014/2015,9/20/2014,September,Swansea,Southampton,A,D,0,1,0,0,1,0,0,4,T,,
2014/2015,9/20/2014,September,West Ham,Liverpool,H,H,3,1,2,1,0,0,4,1,T,,
2014/2015,9/21/2014,September,Everton,Crystal Palace,A,D,2,3,1,1,0,0,2,2,T,,
2014/2015,9/21/2014,September,Leicester,Man United,H,A,5,3,1,2,0,1,1,1,T,,
2014/2015,9/21/2014,September,Man City,Chelsea,D,D,1,1,0,0,1,0,3,4,T,,
2014/2015,9/21/2014,September,Tottenham,West Brom,A,D,0,1,0,0,0,0,2,2,T,,
2014/2015,9/27/2014,September,Arsenal,Tottenham,D,D,1,1,0,0,0,0,3,6,T,,
2014/2015,9/27/2014,September,Chelsea,Aston Villa,H,H,3,0,1,0,0,0,2,2,T,,
2014/2015,9/27/2014,September,Crystal Palace,Leicester,H,D,2,0,0,0,0,0,0,2,T,,
2014/2015,9/27/2014,September,Hull,Man City,A,D,2,4,2,2,0,0,0,2,T,,
2014/2015,9/27/2014,September,Liverpool,Everton,D,D,1,1,0,0,0,0,2,1,T,,
2014/2015,9/27/2014,September,Man United,West Ham,H,H,2,1,2,1,1,0,1,3,T,,
2014/2015,9/27/2014,September,Southampton,QPR,H,D,2,1,0,0,0,0,2,1,T,,
2014/2015,9/27/2014,September,Sunderland,Swansea,D,D,0,0,0,0,0,1,2,1,T,,
2014/2015,9/28/2014,September,West Brom,Burnley,H,H,4,0,2,0,0,0,1,2,T,,
2014/2015,9/29/2014,September,Stoke,Newcastle,H,H,1,0,1,0,0,0,1,2,T,,
2014/2015,10/4/2014,October,Aston Villa,Man City,A,D,0,2,0,0,0,0,0,1,T,,
2014/2015,10/4/2014,October,Hull,Crystal Palace,H,D,2,0,0,0,0,0,1,2,T,,
2014/2015,10/4/2014,October,Leicester,Burnley,D,H,2,2,2,1,0,0,2,2,T,,
2014/2015,10/4/2014,October,Liverpool,West Brom,H,H,2,1,1,0,0,0,2,2,T,,
2014/2015,10/4/2014,October,Sunderland,Stoke,H,H,3,1,2,1,0,0,3,4,T,,
2014/2015,10/4/2014,October,Swansea,Newcastle,D,D,2,2,1,1,0,0,1,3,T,,
2014/2015,10/5/2014,October,Chelsea,Arsenal,H,H,2,0,1,0,0,0,4,3,T,,
2014/2015,10/5/2014,October,Man United,Everton,H,H,2,1,1,0,0,0,4,3,T,,
2014/2015,10/5/2014,October,Tottenham,Southampton,H,H,1,0,1,0,0,0,2,1,T,,
2014/2015,10/5/2014,October,West Ham,QPR,H,H,2,0,1,0,0,0,2,2,T,,
2014/2015,10/18/2014,October,Arsenal,Hull,D,D,2,2,1,1,0,0,2,2,T,,
2014/2015,10/18/2014,October,Burnley,West Ham,A,D,1,3,0,0,0,0,0,1,T,,
2014/2015,10/18/2014,October,Crystal Palace,Chelsea,A,A,1,2,0,1,1,1,1,1,T,,
2014/2015,10/18/2014,October,Everton,Aston Villa,H,H,3,0,1,0,0,0,2,2,T,,
2014/2015,10/18/2014,October,Man City,Tottenham,H,H,4,1,2,1,0,1,1,2,T,,
2014/2015,10/18/2014,October,Newcastle,Leicester,H,D,1,0,0,0,0,0,0,3,T,,
2014/2015,10/18/2014,October,Southampton,Sunderland,H,H,8,0,3,0,0,0,1,3,T,,
2014/2015,10/19/2014,October,QPR,Liverpool,A,D,2,3,0,0,0,0,2,3,T,,
2014/2015,10/19/2014,October,Stoke,Swansea,H,D,2,1,1,1,0,0,4,1,T,,
2014/2015,10/20/2014,October,West Brom,Man United,D,H,2,2,1,0,0,0,1,2,T,,
2014/2015,10/25/2014,October,Liverpool,Hull,D,D,0,0,0,0,0,0,3,2,T,,
2014/2015,10/25/2014,October,Southampton,Stoke,H,H,1,0,1,0,0,0,0,2,T,,
2014/2015,10/25/2014,October,Sunderland,Arsenal,A,A,0,2,0,1,0,0,3,3,T,,
2014/2015,10/25/2014,October,Swansea,Leicester,H,H,2,0,1,0,0,0,0,0,T,,
2014/2015,10/25/2014,October,West Brom,Crystal Palace,D,A,2,2,0,2,0,0,3,1,T,,
2014/2015,10/25/2014,October,West Ham,Man City,H,H,2,1,1,0,0,0,2,1,T,,
2014/2015,10/26/2014,October,Burnley,Everton,A,A,1,3,1,2,0,0,4,2,T,,
2014/2015,10/26/2014,October,Man United,Chelsea,D,D,1,1,0,0,0,1,3,5,T,,
2014/2015,10/26/2014,October,Tottenham,Newcastle,A,H,1,2,1,0,0,0,2,4,T,,
2014/2015,10/27/2014,October,QPR,Aston Villa,H,H,2,0,1,0,0,0,0,2,T,,
2014/2015,11/1/2014,November,Arsenal,Burnley,H,D,3,0,0,0,0,0,0,1,T,,
2014/2015,11/1/2014,November,Chelsea,QPR,H,H,2,1,1,0,0,0,0,0,T,,
2014/2015,11/1/2014,November,Everton,Swansea,D,D,0,0,0,0,0,1,2,3,T,,
2014/2015,11/1/2014,November,Hull,Southampton,A,A,0,1,0,1,0,0,1,0,T,,
2014/2015,11/1/2014,November,Leicester,West Brom,A,D,0,1,0,0,0,0,0,1,T,,
2014/2015,11/1/2014,November,Newcastle,Liverpool,H,D,1,0,0,0,0,0,4,3,T,,
2014/2015,11/1/2014,November,Stoke,West Ham,D,H,2,2,1,0,0,0,1,1,T,,
2014/2015,11/2/2014,November,Aston Villa,Tottenham,A,H,1,2,1,0,1,0,3,3,T,,
2014/2015,11/2/2014,November,Man City,Man United,H,D,1,0,0,0,0,1,3,1,T,,
2014/2015,11/3/2014,November,Crystal Palace,Sunderland,A,A,1,3,0,1,1,0,0,3,T,,
2014/2015,11/8/2014,November,Burnley,Hull,H,D,1,0,0,0,0,0,6,4,T,,
2014/2015,11/8/2014,November,Liverpool,Chelsea,A,D,1,2,1,1,0,0,2,5,T,,
2014/2015,11/8/2014,November,Man United,Crystal Palace,H,D,1,0,0,0,0,0,1,3,T,,
2014/2015,11/8/2014,November,QPR,Man City,D,D,2,2,1,1,0,0,4,2,T,,
2014/2015,11/8/2014,November,Southampton,Leicester,H,D,2,0,0,0,0,0,2,2,T,,
2014/2015,11/8/2014,November,West Ham,Aston Villa,D,D,0,0,0,0,0,0,0,3,T,,
2014/2015,11/9/2014,November,Sunderland,Everton,D,D,1,1,0,0,0,0,1,2,T,,
2014/2015,11/9/2014,November,Swansea,Arsenal,H,D,2,1,0,0,0,0,5,5,T,,
2014/2015,11/9/2014,November,Tottenham,Stoke,A,A,1,2,0,2,1,0,3,2,T,,
2014/2015,11/9/2014,November,West Brom,Newcastle,A,A,0,2,0,1,0,0,0,0,T,,
2014/2015,11/22/2014,November,Arsenal,Man United,A,D,1,2,0,0,0,0,2,1,T,,
2014/2015,11/22/2014,November,Chelsea,West Brom,H,H,2,0,2,0,0,1,1,0,T,,
2014/2015,11/22/2014,November,Everton,West Ham,H,H,2,1,1,0,0,0,2,3,T,,
2014/2015,11/22/2014,November,Leicester,Sunderland,D,D,0,0,0,0,0,0,2,3,T,,
2014/2015,11/22/2014,November,Man City,Swansea,H,D,2,1,1,1,0,0,2,1,T,,
2014/2015,11/22/2014,November,Newcastle,QPR,H,D,1,0,0,0,0,0,2,3,T,,
2014/2015,11/22/2014,November,Stoke,Burnley,A,A,1,2,1,2,0,0,2,2,T,,
2014/2015,11/23/2014,November,Crystal Palace,Liverpool,H,D,3,1,1,1,0,0,1,2,T,,
2014/2015,11/23/2014,November,Hull,Tottenham,A,H,1,2,1,0,1,0,3,1,T,,
2014/2015,11/24/2014,November,Aston Villa,Southampton,D,H,1,1,1,0,0,0,1,2,T,,
2014/2015,11/29/2014,November,Burnley,Aston Villa,D,A,1,1,0,1,0,0,3,4,T,,
2014/2015,11/29/2014,November,Liverpool,Stoke,H,D,1,0,0,0,0,0,0,3,T,,
2014/2015,11/29/2014,November,Man United,Hull,H,H,3,0,2,0,0,0,2,2,T,,
2014/2015,11/29/2014,November,QPR,Leicester,H,H,3,2,2,1,0,0,3,2,T,,
2014/2015,11/29/2014,November,Sunderland,Chelsea,D,D,0,0,0,0,0,0,3,2,T,,
2014/2015,11/29/2014,November,Swansea,Crystal Palace,D,D,1,1,1,1,0,0,0,2,T,,
2014/2015,11/29/2014,November,West Brom,Arsenal,A,D,0,1,0,0,0,0,2,1,T,,
2014/2015,11/29/2014,November,West Ham,Newcastle,H,D,1,0,0,0,0,1,3,2,T,,
2014/2015,11/30/2014,November,Southampton,Man City,A,D,0,3,0,0,0,1,1,2,T,,
2014/2015,11/30/2014,November,Tottenham,Everton,H,H,2,1,2,1,0,0,5,1,T,,
2014/2015,12/2/2014,December,Burnley,Newcastle,D,H,1,1,1,0,0,0,2,2,T,,
2014/2015,12/2/2014,December,Crystal Palace,Aston Villa,A,A,0,1,0,1,0,0,2,2,T,,
2014/2015,12/2/2014,December,Leicester,Liverpool,A,D,1,3,1,1,1,0,1,2,T,,
2014/2015,12/2/2014,December,Man United,Stoke,H,D,2,1,1,1,0,0,2,4,T,,
2014/2015,12/2/2014,December,Swansea,QPR,H,D,2,0,0,0,0,0,2,2,T,,
2014/2015,12/2/2014,December,West Brom,West Ham,A,A,1,2,1,2,0,0,2,1,T,,
2014/2015,12/3/2014,December,Arsenal,Southampton,H,D,1,0,0,0,0,0,0,2,T,,
2014/2015,12/3/2014,December,Chelsea,Tottenham,H,H,3,0,2,0,0,0,1,1,T,,
2014/2015,12/3/2014,December,Everton,Hull,D,H,1,1,1,0,0,0,1,1,T,,
2014/2015,12/3/2014,December,Sunderland,Man City,A,A,1,4,1,2,0,0,1,1,T,,
2014/2015,12/6/2014,December,Hull,West Brom,D,D,0,0,0,0,0,0,1,1,T,,
2014/2015,12/6/2014,December,Liverpool,Sunderland,D,D,0,0,0,0,0,0,1,3,T,,
2014/2015,12/6/2014,December,Man City,Everton,H,H,1,0,1,0,0,0,3,3,T,,
2014/2015,12/6/2014,December,Newcastle,Chelsea,H,D,2,1,0,0,1,0,2,3,T,,
2014/2015,12/6/2014,December,QPR,Burnley,H,D,2,0,0,0,1,0,1,1,T,,
2014/2015,12/6/2014,December,Stoke,Arsenal,H,H,3,2,3,0,0,1,3,2,T,,
2014/2015,12/6/2014,December,Tottenham,Crystal Palace,D,D,0,0,0,0,0,0,1,0,T,,
2014/2015,12/7/2014,December,Aston Villa,Leicester,H,D,2,1,1,1,0,1,4,4,T,,
2014/2015,12/7/2014,December,West Ham,Swansea,H,D,3,1,1,1,0,1,0,1,T,,
2014/2015,12/8/2014,December,Southampton,Man United,A,D,1,2,1,1,0,0,2,1,T,,
2014/2015,12/13/2014,December,Arsenal,Newcastle,H,H,4,1,1,0,0,0,2,2,T,,
2014/2015,12/13/2014,December,Burnley,Southampton,H,D,1,0,0,0,0,0,1,3,T,,
2014/2015,12/13/2014,December,Chelsea,Hull,H,H,2,0,1,0,0,1,3,3,T,,
2014/2015,12/13/2014,December,Crystal Palace,Stoke,D,D,1,1,1,1,0,0,2,0,T,,
2014/2015,12/13/2014,December,Leicester,Man City,A,A,0,1,0,1,0,0,0,2,T,,
2014/2015,12/13/2014,December,Sunderland,West Ham,D,D,1,1,1,1,0,0,2,2,T,,
2014/2015,12/13/2014,December,West Brom,Aston Villa,H,D,1,0,0,0,0,1,4,2,T,,
2014/2015,12/14/2014,December,Man United,Liverpool,H,H,3,0,2,0,0,0,4,3,T,,
2014/2015,12/14/2014,December,Swansea,Tottenham,A,A,1,2,0,1,0,0,3,4,T,,
2014/2015,12/15/2014,December,Everton,QPR,H,H,3,1,2,0,0,0,1,1,T,,
2014/2015,12/20/2014,December,Aston Villa,Man United,D,H,1,1,1,0,1,0,1,1,T,,
2014/2015,12/20/2014,December,Hull,Swansea,A,A,0,1,0,1,0,0,2,2,T,,
2014/2015,12/20/2014,December,Man City,Crystal Palace,H,D,3,0,0,0,0,0,2,1,T,,
2014/2015,12/20/2014,December,QPR,West Brom,H,A,3,2,1,2,0,0,1,0,T,,
2014/2015,12/20/2014,December,Southampton,Everton,H,H,3,0,1,0,0,0,1,1,T,,
